Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,,,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,STT,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Distance
0,108,1,0,0,2,293,88,64,8.03,10,,,,0,0.367768595,1,1,0.57037037,0.111111111,0.270239453,0.539393939,0.532374101,0.602528862,0.57,,,,,,,,,,,,,,
0,64,1,0,0.4,1,219.2,73,56,8.35,10,,,,0,0.714876033,1,1,0.62037037,0.111111111,0.632269099,0.866666667,0.775950668,0.5788895,0.62,,,,,,,,,,,,,,
0,1,1,1,2.7,1,146.6,68,67,8.64,10,,,,1,0.388429752,1,0,0,0.222222222,0.7668187,0.727272727,0.534429599,0.642660803,0.365,,,,,,,,,,,,,,
0,148,1,0,0,2,216.2,95,53,9.29,10,,,,1,0.32231405,1,0,0.057407407,0.111111111,0.764823261,0.690909091,0.525179856,0.510170423,0.315,,,,,,,,,,,,,,
0,127,1,0,0.32,2,224.3,112,57.2,9.29,10,,,,0,0.504132231,1,1,0.625925926,0.111111111,0.566419612,0.76969697,0.768756423,0.684442001,0.625,,,,,,,,,,,,,,
1,17,1,1,2.7,6,153.1,115,69,9.3,10,,,,1,0.404958678,1,0,0,0.777777778,0.329247434,0.454545455,0.256937307,0.599780099,0.575,,,,,,,,,,,,,,
0,104,1,0,0.34,3,109.1,141,38.4,9.36,10,,,,0,0.466942149,1,0,0,0.222222222,0.576111745,0.606060606,0.380267215,0.538207806,0.665,,,,,,,,,,,,,,
0,61,1,1,2.7,2,252.4,106,86,9.39,10,,,,0,0.578512397,1,0,0,0.111111111,0.614595211,0.684848485,0.411099692,0.551401869,0.62,,,,,,,,,,,,,,
0,112,1,0,0,2,185.4,114,48,9.57,10,,,,0,0.541322314,1,0,0,0.111111111,0.484321551,0.648484848,0.339157246,0.575590984,0.575,,,,,,,,,,,,,,
0,144,1,1,2.7,1,283.9,98,92,9.6,10,,,,0,0.545454545,1,0,0,0,0.574971494,0.515151515,0.35971223,0.465640462,0.3,,,,,,,,,,,,,,
0,92,1,1,2.7,1,151.1,90,70,9.74,10,,,,0,0.545454545,1,0,0,0.444444444,0.63027366,0.806060606,0.390544707,0.440351842,0.42,,,,,,,,,,,,,,
0,116,1,0,0.16,1,63.7,101,29.6,9.79,10,,,,0,0.380165289,1,1,0.47037037,0.222222222,0.623432155,0.709090909,0.60020555,0.316107752,0.47,,,,,,,,,,,,,,
0,120,1,0,0,1,158,110,44,9.85,10,,,,1,0.136363636,1,0,0.053703704,0.222222222,0.83722919,0.539393939,0.646454265,0.749312809,0.55,,,,,,,,,,,,,,
0,128,1,1,2.7,1,265.1,110,89,9.87,10,,,,1,0.574380165,1,0,0,0.444444444,0.342930445,0.654545455,0.277492292,0.660802639,0.385,,,,,,,,,,,,,,
0,102,1,0,0,4,234.8,125,57,9.96,10,,,,0,0.392561983,1,1,0.555555556,0.222222222,0.501140251,0.581818182,0.657759507,0.567894447,0.555,,,,,,,,,,,,,,
0,67,1,0,0.34,6,260.4,107,65.4,10.41,10,,,,1,0.590909091,1,0,0,0.111111111,0.793899658,0.575757576,0.554984584,0.661902144,0.58,,,,,,,,,,,,,,
0,101,1,1,2.7,2,238,88,86,10.48,10,,,,0,0.095041322,1,1,0.359259259,0.333333333,0.673603193,0.636363636,0.641315519,0.524463991,0.36,,,,,,,,,,,,,,
0,80,1,0,0,2,148.6,106,44,10.54,10,,,,0,0.219008264,1,0,0,0.111111111,0.78050171,0.684848485,0.441932169,0.328752062,0.585,,,,,,,,,,,,,,
0,134,1,1,2.7,1,214.4,93,82,10.59,10,,,,1,0.202479339,1,0,0,0.555555556,0.373717218,0.781818182,0.22610483,0.441451347,0.28,,,,,,,,,,,,,,
0,119,1,1,2.7,1,178.1,110,76,10.64,10,,,,0,0.376033058,1,1,0.559259259,0.444444444,0.477194983,0.503030303,0.690647482,0.710830126,0.56,,,,,,,,,,,,,,
0,76,1,1,2.7,1,189.7,66,78,10.64,10,,,,0,0.392561983,1,0,0,0.333333333,0.563568985,0.412121212,0.421377184,0.688840022,0.525,,,,,,,,,,,,,,
0,119,1,0,0.18,2,190.4,74,52.8,10.78,10,,,,0,0.599173554,1,0,0,0.222222222,0.4831813,0.563636364,0.35971223,0.634964266,0.45,,,,,,,,,,,,,,
0,109,1,0,0,2,137,128,42,10.85,10,,,,0,0.566115702,0,1,0.585185185,0,0.641961231,0.703030303,0.735868448,0.476635514,0.585,,,,,,,,,,,,,,
0,136,1,1,2.7,3,187.7,84,78,11.05,10,,,,0,0.417355372,1,0,0,0.444444444,0.497434436,0.442424242,0.349434738,0.587685542,0.515,,,,,,,,,,,,,,
0,144,1,1,2.7,1,219.9,102,84,11.11,10,,,,1,0.309917355,1,0,0.066666667,0.555555556,0.36972634,0.509090909,0.283658787,0.488180319,0.375,,,,,,,,,,,,,,
0,78,1,0,0,1,130.8,64,42,11.19,10,,,,0,0.404958678,1,0,0,0.333333333,0.570125428,0.4,0.308324769,0.29686641,0.57,,,,,,,,,,,,,,
0,96,1,0,0.3,1,144,102,47,11.24,10,,,,0,0.338842975,1,1,0.664814815,0,0.273375143,0.527272727,0.625899281,0.719076416,0.665,,,,,,,,,,,,,,
0,11,1,1,2.7,2,131.5,98,69,11.51,10,,,,0,0.144628099,1,1,0.455555556,0.111111111,0.435575827,0.666666667,0.591983556,0.66739967,0.455,,,,,,,,,,,,,,
0,169,1,0,0,2,142.5,82,44,11.57,10,,,,0,0.285123967,1,0,0,0.111111111,0.370296465,0.618181818,0.2672148,0.573941726,0.715,,,,,,,,,,,,,,
0,118,1,0,0,2,189.3,119,53,11.68,10,,,,1,0.446280992,0,0,0,0.222222222,0.765108324,0.515151515,0.462487153,0.413963716,0.485,,,,,,,,,,,,,,
1,76,1,0,0,4,107.3,140,39,11.91,10,,,,0,0.409090909,1,0,0,0.222222222,0.537343216,0.921212121,0.318602261,0.407916438,0.76,,,,,,,,,,,,,,
0,59,1,0,0.27,2,166.3,95,51.7,11.97,10,,,,0,0.425619835,1,0,0.044444444,0.111111111,0.48631699,0.587878788,0.322713258,0.445849368,0.305,,,,,,,,,,,,,,
1,149,1,0,0,3,242.5,83,63,12.27,10,,,,0,0.433884298,1,0,0,0.111111111,0.545610034,0.751515152,0.369989723,0.551951622,0.41,,,,,,,,,,,,,,
1,119,1,0,0,1,260.1,101,67,12.83,10,,,,0,0.342975207,1,0,0,0.111111111,0.214652223,0.581818182,0.154162384,0.49477735,0.615,,,,,,,,,,,,,,
0,104,1,0,0,0,138.7,107,46,12.85,10,,,,0,0.326446281,1,0,0.074074074,0.222222222,0.427023945,0.745454545,0.400822199,0.759758109,0.545,,,,,,,,,,,,,,
0,76,1,0,0.21,1,165.7,94,53.1,12.87,10,,,,0,0.409090909,1,0,0,0.111111111,0.330387685,0.527272727,0.164439877,0.306212205,0.355,,,,,,,,,,,,,,
0,124,1,0,0,1,191.3,134,55,13.08,10,,,,0,0.404958678,1,0,0,0.222222222,0.367160775,0.521212121,0.2672148,0.560747664,0.705,,,,,,,,,,,,,,
0,145,1,0,0.32,0,39.5,78,33.2,13.22,10,,,,0,0.202479339,1,0,0,0.111111111,0.375427594,0.654545455,0.277492292,0.595382078,0.55,,,,,,,,,,,,,,
0,73,1,0,0,0,157.1,109,50,13.44,10,,,,0,0.429752066,1,0,0,0.111111111,0.289053592,0.290909091,0.174717369,0.437603079,0.61,,,,,,,,,,,,,,
0,92,1,1,2.7,2,152,95,77,13.75,10,,,,0,0.462809917,1,1,0.475925926,0.444444444,0.424743444,0.63030303,0.593011305,0.648158329,0.475,,,,,,,,,,,,,,
0,105,1,1,2.7,0,179.4,113,81,13.77,10,,,,0,0.454545455,1,1,0.67037037,0.222222222,0.275940707,0.745454545,0.54676259,0.468938977,0.67,,,,,,,,,,,,,,
0,34,1,0,0,2,124.8,82,46,14.11,10,,,,0,0.661157025,1,0,0,0.222222222,0.306442417,0.733333333,0.277492292,0.704782848,0.63,,,,,,,,,,,,,,
0,67,1,1,2.7,2,95,94,68,14.56,10,,,,1,0.285123967,1,0,0,0,0.663625998,0.575757576,0.534429599,0.833974711,0.645,,,,,,,,,,,,,,
0,74,1,0,0,1,200.4,87,61,15.46,10,,,,0,0.396694215,1,1,0.414814815,0.333333333,0.345210946,0.636363636,0.528263104,0.715228147,0.415,,,,,,,,,,,,,,
0,160,1,0,0,1,166.4,117,56,15.85,10,,,,0,0.533057851,1,0,0,0,0.354332953,0.424242424,0.318602261,0.744365036,0.175,,,,,,,,,,,,,,
0,82,1,0,0,1,154,107,35,4.72,10.1,,,,0,0.376033058,1,0,0,0.111111111,0.4495439,0.612121212,0.400822199,0.820780649,0.69,,,,,,,,,,,,,,
0,144,1,1,2.73,1,106.4,109,55.3,5.41,10.1,,,,0,0.487603306,1,0,0,0,0.354332953,0.412121212,0.256937307,0.569543705,0.74,,,,,,,,,,,,,,
0,77,1,1,2.73,1,149.4,74,63.3,6.2,10.1,,,,1,0.47107438,1,0,0,0.111111111,0.816419612,0.757575758,0.544707091,0.565695437,0.345,,,,,,,,,,,,,,
0,90,1,0,0.28,2,114.4,122,33.8,6.39,10.1,,,,0,0.549586777,1,0,0,0,0.403933865,0.575757576,0.287769784,0.565145684,0.44,,,,,,,,,,,,,,
0,141,1,1,2.73,1,148.6,91,64.3,6.56,10.1,,,,0,0.520661157,1,1,0.240740741,0,0.493158495,0.551515152,0.513874615,0.675645959,0.24,,,,,,,,,,,,,,
1,53,1,0,0,9,228.6,117,51,6.64,10.1,,,,1,0.326446281,1,0,0,0.222222222,0.765963512,0.727272727,0.596094553,0.82737768,0.29,,,,,,,,,,,,,,
1,147,1,1,2.73,2,197.3,134,73.3,7.06,10.1,,,,0,0.628099174,1,1,0.47037037,0,0.62286203,0.787878788,0.620760534,0.368884002,0.47,,,,,,,,,,,,,,
0,68,1,0,0,0,94.1,93,29,7.38,10.1,,,,0,0.347107438,1,0,0,0.333333333,0.727765108,0.690909091,0.472764645,0.534909291,0.185,,,,,,,,,,,,,,
0,210,1,1,2.73,3,313.8,87,93.3,7.39,10.1,,,,0,0.32231405,1,0,0,0.111111111,0.119441277,0.751515152,0.123329908,0.579989005,0.57,,,,,,,,,,,,,,
0,205,1,0,0.32,2,49.9,123,25.2,7.54,10.1,,,,0,0.140495868,1,0,0,0.111111111,0.743443558,0.527272727,0.544707091,0.709730621,0.29,,,,,,,,,,,,,,
0,114,1,0,0,2,187.8,109,46,7.73,10.1,,,,0,0.491735537,1,1,0.385185185,0,0.682440137,0.56969697,0.717368962,0.713029137,0.385,,,,,,,,,,,,,,
0,98,1,0,0.39,2,136.1,82,40.9,7.82,10.1,,,,0,0.276859504,1,0,0.061111111,0,0.646237172,0.56969697,0.434737924,0.462891699,0.51,,,,,,,,,,,,,,
0,28,1,0,0,3,168.2,87,43,8.09,10.1,,,,1,0.243801653,1,0,0,0.111111111,0.511117446,0.890909091,0.35971223,0.574491479,0.675,,,,,,,,,,,,,,
0,141,1,0,0.26,3,51.9,108,25.6,8.1,10.1,,,,0,0.491735537,1,0,0,0.111111111,0.450399088,0.666666667,0.308324769,0.541506322,0.5,,,,,,,,,,,,,,
0,104,1,0,0,1,225.9,123,53,8.14,10.1,,,,0,0.289256198,1,1,0.705555556,0.111111111,0.500855188,0.496969697,0.782117163,0.711929632,0.705,,,,,,,,,,,,,,
0,86,1,1,2.73,0,197.9,99,75.3,8.28,10.1,,,,0,0.508264463,1,0,0,0.333333333,0.448688712,0.648484848,0.287769784,0.461242441,0.44,,,,,,,,,,,,,,
0,9,1,1,2.73,1,214.1,108,78.3,8.46,10.1,,,,1,0.090909091,1,0,0,0.111111111,0.322405929,0.448484848,0.205549846,0.463991204,0.345,,,,,,,,,,,,,,
0,62,1,0,0,0,100,98,32,8.68,10.1,,,,0,0.925619835,1,0,0,0.111111111,0.520809578,0.860606061,0.400822199,0.67784497,0.44,,,,,,,,,,,,,,
0,146,1,1,2.73,2,180.7,82,73.3,8.69,10.1,,,,1,0.743801653,0,0,0.038888889,0,0.459806157,0.503030303,0.268242549,0.341946124,0.705,,,,,,,,,,,,,,
0,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1,,,,0,0.256198347,1,0,0,0.222222222,0.406214367,0.557575758,0.287769784,0.572842221,0.375,,,,,,,,,,,,,,
0,180,1,0,0.4,1,143.3,134,44,9.03,10.1,,,,1,0.219008264,0,0,0.07037037,0.222222222,0.54304447,0.654545455,0.460431655,0.714128642,0.485,,,,,,,,,,,,,,
0,101,1,1,2.73,0,121.1,116,64.3,9.32,10.1,,,,0,0.326446281,0,1,0.594444444,0.111111111,0.454104903,0.666666667,0.617677287,0.468938977,0.595,,,,,,,,,,,,,,
0,78,1,0,0.21,2,162.3,116,46.1,9.62,10.1,,,,0,0.483471074,0,1,0.459259259,0.111111111,0.438426454,0.642424242,0.491264132,0.339197361,0.46,,,,,,,,,,,,,,
0,64,1,0,0.43,2,168,116,49.3,9.62,10.1,,,,0,0.169421488,0,0,0,0.222222222,0.515108324,0.76969697,0.328879753,0.47993403,0.6,,,,,,,,,,,,,,
0,121,1,0,0,5,215.6,74,54,9.65,10.1,,,,0,0.549586777,1,0,0,0,0.577822121,0.636363636,0.411099692,0.618471688,0.605,,,,,,,,,,,,,,
0,57,1,0,0,0,85.9,92,32,9.7,10.1,,,,0,0.268595041,1,1,0.444444444,0,0.543899658,0.606060606,0.668036999,0.718526663,0.445,,,,,,,,,,,,,,
0,57,1,0,0.31,1,154.2,78,46.1,9.84,10.1,,,,0,0.268595041,1,0,0.057407407,0.222222222,0.584663626,0.618181818,0.45323741,0.63991204,0.46,,,,,,,,,,,,,,
0,131,1,0,0,0,112.8,133,37,9.97,10.1,,,,0,0.520661157,1,1,0.385185185,0.111111111,0.671607754,0.751515152,0.696813977,0.650907092,0.385,,,,,,,,,,,,,,
0,121,1,1,2.73,4,237.1,63,85.3,10.28,10.1,,,,0,0.599173554,1,0,0,0,0.539623717,0.466666667,0.328879753,0.428807037,0.37,,,,,,,,,,,,,,
0,117,1,0,0,1,102.8,119,36,10.34,10.1,,,,0,0.380165289,1,1,0.575925926,0.111111111,0.475769669,0.612121212,0.710174717,0.750962067,0.575,,,,,,,,,,,,,,
0,102,1,0,0,0,158,94,45,10.4,10.1,,,,1,0.314049587,1,0,0,0,0.698973774,0.527272727,0.513874615,0.698735569,0.375,,,,,,,,,,,,,,
0,95,1,1,2.73,1,260.8,130,90.3,10.67,10.1,,,,1,0.454545455,1,0,0,0.444444444,0.377993158,0.757575758,0.287769784,0.608026388,0.635,,,,,,,,,,,,,,
0,176,1,0,0,3,223.2,76,57,10.72,10.1,,,,0,0.512396694,1,0,0,0.222222222,0.519669327,0.387878788,0.298047276,0.384277075,0.58,,,,,,,,,,,,,,
1,154,1,0,0,1,350.8,75,79,10.83,10.1,,,,0,0.47107438,1,1,0.525925926,0.222222222,0.548175599,0.521212121,0.569373073,0.244090159,0.525,,,,,,,,,,,,,,
1,136,1,0,0.45,1,269.8,106,70.5,11.44,10.1,,,,1,0.47107438,0,0,0,0.222222222,0.347776511,0.666666667,0.2672148,0.605277625,0.54,,,,,,,,,,,,,,
0,95,1,0,0,0,198.4,113,54,11.8,10.1,,,,0,0.466942149,1,0,0,0.222222222,0.550171038,0.612121212,0.421377184,0.687190764,0.48,,,,,,,,,,,,,,
0,74,1,0,0.2,2,85.7,83,38,12.39,10.1,,,,0,0.433884298,1,0,0,0,0.452109464,0.678787879,0.328879753,0.604727872,0.455,,,,,,,,,,,,,,
1,71,1,0,0,3,290.4,108,71,12.7,10.1,,,,0,0.483471074,1,1,0.635185185,0.222222222,0.260832383,0.757575758,0.568345324,0.604727872,0.635,,,,,,,,,,,,,,
0,91,1,0,0.3,0,159,109,52,12.76,10.1,,,,0,0.239669421,1,0,0.035185185,0.111111111,0.437856328,0.557575758,0.327852004,0.565145684,0.625,,,,,,,,,,,,,,
0,88,1,0,0,1,142.2,107,47,13.12,10.1,,,,0,0.355371901,0,1,0.575925926,0.111111111,0.631698974,0.478787879,0.710174717,0.432105553,0.575,,,,,,,,,,,,,,
1,125,1,0,0,0,240.7,82,64,13.47,10.1,,,,0,0.082644628,1,0,0.055555556,0.111111111,0.697548461,0.490909091,0.462487153,0.461792194,0.33,,,,,,,,,,,,,,
0,128,1,0,0,1,187.3,84,55,13.54,10.1,,,,0,0.582644628,1,1,0.475925926,0,0.683580388,0.624242424,0.798561151,0.786146234,0.475,,,,,,,,,,,,,,
1,123,1,0,0,2,236.2,135,64,13.7,10.1,,,,0,0.252066116,1,0,0,0,0.491448119,0.8,0.35971223,0.633864761,0.55,,,,,,,,,,,,,,
1,153,1,0,0,1,159.5,103,51,13.78,10.1,,,,1,0.611570248,1,0,0,0.333333333,0.691277081,0.503030303,0.503597122,0.674546454,0.5,,,,,,,,,,,,,,
0,114,1,0,0.4,1,172,145,57,13.82,10.1,,,,0,0.219008264,1,1,0.564814815,0.222222222,0.335233751,0.496969697,0.519013361,0.437603079,0.565,,,,,,,,,,,,,,
0,106,1,0,0,1,158.7,74,33,3.22,10.2,,,,0,0.458677686,1,0,0,0.111111111,0.497434436,0.76969697,0.390544707,0.713029137,0.565,,,,,,,,,,,,,,
0,73,1,1,2.75,2,131.2,98,59.5,5.33,10.2,,,,0,0.276859504,1,0,0,0.111111111,0.448403649,0.503030303,0.328879753,0.607476636,0.6,,,,,,,,,,,,,,
0,143,1,0,0,2,194.3,99,44,6.18,10.2,,,,0,0.826446281,1,1,0.755555556,0.111111111,0.54732041,0.587878788,0.820143885,0.657504123,0.755,,,,,,,,,,,,,,
0,68,1,0,0.41,3,131.6,89,39.1,6.85,10.2,,,,0,0.359504132,1,0,0,0.111111111,0.622006842,0.460606061,0.390544707,0.465640462,0.4,,,,,,,,,,,,,,
0,51,1,0,0,0,214.8,94,50,7.49,10.2,,,,0,0.347107438,1,1,0.544444444,0.111111111,0.412200684,0.587878788,0.538540596,0.384826828,0.545,,,,,,,,,,,,,,
0,113,1,1,2.75,2,205,101,75.5,7.6,10.2,,,,1,0.20661157,0,0,0,0,0.437856328,0.654545455,0.328879753,0.640461792,0.705,,,,,,,,,,,,,,
0,83,1,0,0.24,0,259.7,106,60.4,7.64,10.2,,,,0,0.181818182,1,1,0.394444444,0.222222222,0.387115165,0.63030303,0.50668037,0.611874656,0.395,,,,,,,,,,,,,,
0,157,1,0,0,2,240.2,67,54,7.65,10.2,,,,0,0.475206612,1,0,0,0,0.458095781,0.418181818,0.2672148,0.403518417,0.41,,,,,,,,,,,,,,
0,61,1,0,0,2,188.9,105,46,7.68,10.2,,,,0,0.599173554,1,1,0.390740741,0.111111111,0.577251995,0.551515152,0.638232271,0.663551402,0.39,,,,,,,,,,,,,,
0,89,1,0,0,1,134.9,59,37,7.8,10.2,,,,0,0.256198347,1,1,0.614814815,0.111111111,0.43386545,0.721212121,0.670092497,0.624518966,0.615,,,,,,,,,,,,,,
0,137,1,0,0,0,174.4,120,43,7.82,10.2,,,,0,0.545454545,1,0,0,0,0.648232611,0.545454545,0.318602261,0.201209456,0.235,,,,,,,,,,,,,,
0,110,1,0,0,1,55.3,102,24,8.24,10.2,,,,0,0.512396694,1,0,0,0.222222222,0.54618016,0.696969697,0.380267215,0.565145684,0.46,,,,,,,,,,,,,,
0,59,1,0,0.19,0,159.5,96,43.9,8.36,10.2,,,,0,0.29338843,1,0,0,0.111111111,0.395952109,0.672727273,0.287769784,0.581638263,0.54,,,,,,,,,,,,,,
0,68,1,0,0.33,0,226.7,94,56.3,8.42,10.2,,,,0,0.533057851,1,0,0.033333333,0,0.362029647,0.618181818,0.285714286,0.568993953,0.305,,,,,,,,,,,,,,
0,78,1,0,0,0,193.1,85,48,8.61,10.2,,,,0,0.396694215,1,0,0,0.111111111,0.480615735,0.527272727,0.380267215,0.712479384,0.365,,,,,,,,,,,,,,
0,127,1,1,2.75,1,166,114,71.5,8.73,10.2,,,,1,0.219008264,1,0,0,0.111111111,0.816989738,0.442424242,0.554984584,0.613523914,0.575,,,,,,,,,,,,,,
0,46,1,0,0.21,3,199.2,111,51.1,8.76,10.2,,,,0,0.657024793,1,1,0.759259259,0.111111111,0.469213227,0.733333333,0.801644399,0.722374931,0.76,,,,,,,,,,,,,,
0,102,1,1,2.75,2,137.4,100,66.5,8.84,10.2,,,,0,0.32231405,1,0,0.044444444,0.111111111,0.410490308,0.545454545,0.261048304,0.373282023,0.65,,,,,,,,,,,,,,
0,30,1,0,0,1,54,68,25,8.97,10.2,,,,0,0.376033058,1,1,0.509259259,0,0.403648803,0.575757576,0.570400822,0.571742716,0.51,,,,,,,,,,,,,,
1,61,1,1,2.75,2,105,78,61.5,9.03,10.2,,,,0,0.239669421,1,0,0,0.111111111,0.582383124,0.393939394,0.431654676,0.68004398,0.6,,,,,,,,,,,,,,
0,171,1,1,2.75,3,223.2,77,81.5,9.16,10.2,,,,0,0.541322314,1,0,0.059259259,0.111111111,0.465222349,0.484848485,0.32065776,0.460692688,0.31,,,,,,,,,,,,,,
0,62,1,1,2.75,0,137.3,95,66.5,9.21,10.2,,,,0,0.082644628,1,0,0,0,0.641391106,0.666666667,0.472764645,0.671247938,0.535,,,,,,,,,,,,,,
0,32,1,0,0,1,171.2,82,45,9.28,10.2,,,,0,0.380165289,1,0,0.042592593,0.222222222,0.501995439,0.624242424,0.362795478,0.549202859,0.425,,,,,,,,,,,,,,
0,137,1,0,0,1,147.2,119,42,9.64,10.2,,,,0,0.603305785,1,1,0.690740741,0.555555556,0.724629418,0.472727273,0.886947585,0.62726773,0.69,,,,,,,,,,,,,,
0,183,1,1,2.75,1,171.2,104,73.5,9.68,10.2,,,,0,0.41322314,1,0,0,0.111111111,0.498574686,0.636363636,0.390544707,0.720175921,0.425,,,,,,,,,,,,,,
0,120,1,1,2.75,5,153.5,84,70.5,9.7,10.2,,,,1,0.512396694,0,0,0,0,0.533922463,0.715151515,0.328879753,0.4420011,0.48,,,,,,,,,,,,,,
0,100,1,0,0,1,179.1,123,48,9.83,10.2,,,,0,0.256198347,1,0,0.05,0.333333333,0.603762828,0.509090909,0.459403905,0.634964266,0.535,,,,,,,,,,,,,,
0,131,1,0,0,2,187.9,110,49,10.03,10.2,,,,0,0.438016529,1,0,0,0,0.689566705,0.618181818,0.390544707,0.349092908,0.585,,,,,,,,,,,,,,
0,147,1,0,0.33,1,212.8,79,57.3,10.21,10.2,,,,0,0.450413223,1,0,0,0.333333333,0.559007982,0.624242424,0.380267215,0.549202859,0.645,,,,,,,,,,,,,,
0,154,1,0,0,3,191.4,93,50,10.27,10.2,,,,0,0.338842975,1,0,0,0.333333333,0.659350057,0.606060606,0.452209661,0.578339747,0.62,,,,,,,,,,,,,,
0,92,1,1,2.75,0,141.6,95,69.5,10.4,10.2,,,,0,0.479338843,1,0,0.077777778,0.111111111,0.460661345,0.63030303,0.361767729,0.539857064,0.69,,,,,,,,,,,,,,
0,120,1,0,0,2,184.5,103,50,10.45,10.2,,,,0,0.508264463,1,0,0,0,0.553021665,0.624242424,0.411099692,0.662451897,0.595,,,,,,,,,,,,,,
0,124,1,0,0,3,158.6,104,45,10.56,10.2,,,,0,0.47107438,1,0,0,0.333333333,0.312713797,0.896969697,0.246659815,0.615173172,0.77,,,,,,,,,,,,,,
0,132,1,0,0,1,206.2,100,53,10.56,10.2,,,,0,0.640495868,0,0,0.037037037,0.111111111,0.789623717,0.721212121,0.575539568,0.655305113,0.415,,,,,,,,,,,,,,
1,139,1,0,0,5,134.4,106,41,10.57,10.2,,,,0,0.363636364,1,0,0.027777778,0,0.547605473,0.503030303,0.354573484,0.449697636,0.305,,,,,,,,,,,,,,
0,100,1,0,0.3,0,216.2,107,59,10.78,10.2,,,,0,0.29338843,1,0,0,0,0.565564424,0.890909091,0.400822199,0.596481583,0.655,,,,,,,,,,,,,,
0,93,1,0,0.21,0,141.7,95,45.1,11.05,10.2,,,,0,0.41322314,1,1,0.475925926,0,0.596351197,0.496969697,0.634121274,0.439252336,0.475,,,,,,,,,,,,,,
0,41,1,0,0,2,237.8,92,60,11.18,10.2,,,,0,0.214876033,1,0,0,0.222222222,0.526795895,0.593939394,0.369989723,0.594832325,0.92,,,,,,,,,,,,,,
0,143,1,0,0,1,133.4,107,42,11.2,10.2,,,,0,0.475206612,1,0,0,0.222222222,0.478335234,0.721212121,0.277492292,0.390324354,0.365,,,,,,,,,,,,,,
1,54,1,0,0.21,2,247.5,85,64.1,11.27,10.2,,,,0,0.318181818,1,0,0,0.333333333,0.396807298,0.848484848,0.2672148,0.526113249,0.59,,,,,,,,,,,,,,
1,129,1,0,0.23,1,137.8,120,45.3,11.29,10.2,,,,0,0.479338843,1,1,0.22037037,0,0.630843786,0.496969697,0.512846865,0.460692688,0.22,,,,,,,,,,,,,,
0,125,1,1,2.75,1,120.5,104,67.5,11.39,10.2,,,,0,0.227272727,1,0,0,0.111111111,0.34663626,0.509090909,0.215827338,0.45464541,0.445,,,,,,,,,,,,,,
0,16,1,0,0.33,3,161.9,100,51.3,11.51,10.2,,,,0,0.504132231,1,1,0.77037037,0.111111111,0.770809578,0.6,0.972250771,0.673996701,0.77,,,,,,,,,,,,,,
0,36,1,0,0.29,3,202.4,115,57.9,11.54,10.2,,,,0,0.520661157,1,0,0,0.222222222,0.397947548,0.56969697,0.318602261,0.662451897,0.44,,,,,,,,,,,,,,
0,87,1,1,2.75,2,125,99,69.5,11.77,10.2,,,,0,0.475206612,1,1,0.590740741,0.222222222,0.721208666,0.472727273,0.749229188,0.382078065,0.59,,,,,,,,,,,,,,
0,109,1,0,0,1,175.6,80,51,11.9,10.2,,,,0,0.566115702,1,1,0.75,0.111111111,0.524230331,0.503030303,0.806783145,0.661902144,0.75,,,,,,,,,,,,,,
0,150,1,0,0.36,3,126,99,45.6,11.93,10.2,,,,0,0.491735537,1,0,0,0.333333333,0.579532497,0.654545455,0.441932169,0.714678395,0.39,,,,,,,,,,,,,,
0,162,1,0,0,2,135.2,98,44,12.1,10.2,,,,0,0.417355372,1,0,0,0.333333333,0.571835804,0.642424242,0.349434738,0.419461242,0.385,,,,,,,,,,,,,,
0,81,1,0,0.11,1,175.5,67,53.1,12.47,10.2,,,,0,0.388429752,1,0,0,0.222222222,0.477765108,0.581818182,0.308324769,0.483782298,0.67,,,,,,,,,,,,,,
0,184,1,1,2.75,0,200.3,76,83.5,12.68,10.2,,,,0,0.417355372,1,0,0,0.222222222,0.446123147,0.406060606,0.308324769,0.561847169,0.495,,,,,,,,,,,,,,
0,6,1,0,0,1,183.6,117,54,12.84,10.2,,,,0,0.363636364,1,1,0.52962963,0.111111111,0.613169897,0.848484848,0.705035971,0.542605827,0.53,,,,,,,,,,,,,,
1,44,1,0,0.21,3,288.1,112,73.1,12.9,10.2,,,,0,0.202479339,1,0,0.038888889,0.111111111,0.860034208,0.496969697,0.556012333,0.459593183,0.525,,,,,,,,,,,,,,
0,149,1,1,2.75,0,147.8,132,76.5,13.84,10.2,,,,0,0.380165289,1,1,0.564814815,0.777777778,0.434150513,0.545454545,0.673175745,0.735568994,0.565,,,,,,,,,,,,,,
0,158,1,0,0,1,195.9,103,41,4.46,10.3,,,,0,0.276859504,1,0,0,0.111111111,0.557012543,0.703030303,0.390544707,0.583287521,0.755,,,,,,,,,,,,,,
0,160,1,0,0.28,1,121.8,97,31.8,4.47,10.3,,,,0,0.285123967,1,0,0,0.222222222,0.594925884,0.587878788,0.462487153,0.757559098,0.4,,,,,,,,,,,,,,
